recall_id,prod_start,prod_end,recall_date,recall_count,recall_reason,car_id,defect_id
6079,2019-09-26,2020-04-01,2020-07-16,107,알터네이터 B+단자 안착부 형상 변경에 따른 너트 불완전 체결 ※알터네이터 : 엔진의 회전력에 의해 전기를 생산하여 차량의 각종 전기장치에 전력을 공급하는 전원장치,2005,3
6080,2015-02-16,2016-11-25,2020-07-16,47,클러치부스터 고정 플레이트 파손으로 인해 파편이 낙하하여 인근 차량에 영향을 줄 수 있는 결함 * 클러치부스터 : 클러치 페달의 밟는 힘을 경감시키는 클러치 배력 장치,2846,4
6081,2008-09-30,2009-02-19,2020-07-16,2730,충돌 사고로 인한 운전석 에어백 전개 시 인플레이터 내부 가스 배출이 정상적으로 되지 않아 내부 압력 증가로 인플레이터 용기가 파손될 수 있는 결함,2704,7
6082,2014-04-16,2016-06-27,2020-07-16,2078,"주행 중 비정상적 사용(변속레버 P단 진입)을 반복할 경우 감속기 내부 부품이 마모될 가능성이 있는 결함 * 감속기 : 모터의 회전을 바퀴에 효율적으로 전달하기 위한 장치이며, 모터의 회전수를 필요한 수준으로 감속해 더 높은 토크를 얻을 수 있도록 조정하는 역할",2847,4
6083,2018-10-12,2018-11-28,2020-07-17,2,"공급업체의 개발 오류로 인해, 차동 기어 잠금장치1의 내부 저항이 화학적 저항에 대한 사양을 충족하지 못할 수 있습니다. 차축 오일에서 발생하는 황화 가스로 인해 차동 기어 잠금장치의 내부저항 전기 접점이 부식될 수 있습니다.",1548,3
6084,2018-07-09,2019-07-30,2020-07-17,380,"공급업체의 개발 오류로 인해, 차동 기어 잠금장치1의 내부 저항이 화학적 저항에 대한 사양을 충족하지 못할 수 있습니다. 차축 오일에서 발생하는 황화 가스로 인해 차동 기어 잠금장치의 내부저항 전기 접점이 부식될 수 있습니다.",1431,3
6085,2018-06-01,2018-06-01,2020-07-17,1,"공급업체의 개발 오류로 인해, 차동 기어 잠금장치1의 내부 저항이 화학적 저항에 대한 사양을 충족하지 못할 수 있습니다. 차축 오일에서 발생하는 황화 가스로 인해 차동 기어 잠금장치의 내부저항 전기 접점이 부식될 수 있습니다.",2829,3
6086,2020-01-24,2020-02-10,2020-07-17,4,생산 과정의 오류로 인해 뒤 좌측 시트 등받이의 전자식 잠금장치의 강도가 부족하게 제작되었을 수 있습니다. 차량 충돌 시 트렁크에 적재되어 있는 화물이 시트 등받이에 부딪혀 잠금장치가 파손 될 수 있습니다.,1858,8
6087,2020-01-24,2020-02-04,2020-07-17,10,생산 과정의 오류로 인해 뒤 좌측 시트 등받이의 전자식 잠금장치의 강도가 부족하게 제작되었을 수 있습니다. 차량 충돌 시 트렁크에 적재되어 있는 화물이 시트 등받이에 부딪혀 잠금장치가 파손 될 수 있습니다.,1858,8
6088,2020-02-14,2020-02-14,2020-07-17,1,생산 과정의 오류로 인해 뒤 좌측 시트 등받이의 전자식 잠금장치의 강도가 부족하게 제작되었을 수 있습니다. 차량 충돌 시 트렁크에 적재되어 있는 화물이 시트 등받이에 부딪혀 잠금장치가 파손 될 수 있습니다.,2495,8
6089,2019-11-08,2019-11-14,2020-07-17,2,공급 업체 생산 오류로 인하여 뒷면 방향 지시등 반사경이 규정에 맞지 않게 제작 되었을 수 있습니다. 방향 지시등의 광도 기준값을 충족하지 못할 수 있습니다.,2003,13
6090,2019-11-06,2019-11-06,2020-07-17,1,공급 업체 생산 오류로 인하여 뒷면 방향 지시등 반사경이 규정에 맞지 않게 제작 되었을 수 있습니다. 방향 지시등의 광도 기준값을 충족하지 못할 수 있습니다.,1931,13
6091,2015-05-06,2016-02-09,2020-07-17,14,"16년식 S60, V60 차량 일부에 장착된 저온 EGR 냉각수 호스 라인이 일부 주행 조건 및 환경에서 EGR 가스를 과도하게 냉각시켜 흡기 계통에 그을음(Soot)을 더 많이 퇴적 시킬 수 있고, 특히 흡기 밸브에 퇴적된 그을음은 흡기 밸브 기밀 불량의 원인이 될 수 있는 것을 확인하였습니다.",62,3
6092,2015-08-26,2015-10-06,2020-07-17,8,"16년식 S60, V60 차량 일부에 장착된 저온 EGR 냉각수 호스 라인이 일부 주행 조건 및 환경에서 EGR 가스를 과도하게 냉각시켜 흡기 계통에 그을음(Soot)을 더 많이 퇴적 시킬 수 있고, 특히 흡기 밸브에 퇴적된 그을음은 흡기 밸브 기밀 불량의 원인이 될 수 있는 것을 확인하였습니다.",61,3
6093,2019-11-29,2020-06-02,2020-07-20,533,MASTER(Bus) 차량의 연료 탱크에서 무시동 히터로 연료를 공급하는 호스 중 일부가 파손되어 누유가 발생할 수 있고 이로 인해 시동 꺼짐이 발생할 가능성이 확인됨.,2848,5
6094,2019-12-17,2020-06-19,2020-07-20,19063,XM3 TCe260과 CAPTUR TCe260 차량에 장착된 연료 펌프 내부 구성품인 임펠러*의 손상으로 인해 엔진으로의 연료 공급량이 감소하거나 연료 공급이 불가한 경우가 발생할 가능성이 확인됨. * 임펠러 : 모터와 결합되어 회전하는 부분으로 날개의 형상과 원심력을 이용하여 액체 상태인 연료에 운동에너지를 전달하여 일정한 압력으로 연료 탱크에서 엔진으로 연료를 공급하는 역할을 하는 연료 펌프의 핵심 부품임,2849,3
6095,2019-12-23,2020-02-11,2020-07-20,930,XM3 TCe260과 CAPTUR TCe260 차량에 장착된 연료 펌프 내부 구성품인 임펠러*의 손상으로 인해 엔진으로의 연료 공급량이 감소하거나 연료 공급이 불가한 경우가 발생할 가능성이 확인됨. * 임펠러 : 모터와 결합되어 회전하는 부분으로 날개의 형상과 원심력을 이용하여 액체 상태인 연료에 운동에너지를 전달하여 일정한 압력으로 연료 탱크에서 엔진으로 연료를 공급하는 역할을 하는 연료 펌프의 핵심 부품임,2850,3
6096,2018-11-19,2019-02-26,2020-07-24,66,타이로드의 내구성 부족이 발견 되었습니다.,2851,2
6097,2019-04-17,2019-04-29,2020-07-24,8,타이로드의 내구성 부족이 발견 되었습니다.,2751,2
6098,2019-04-25,2019-04-26,2020-07-24,3,타이로드의 내구성 부족이 발견 되었습니다.,2749,2
6099,2018-11-05,2019-02-28,2020-07-24,162,타이로드의 내구성 부족이 발견 되었습니다.,2852,2
6100,2018-08-13,2018-11-01,2020-07-27,395,"시야 초기 설정 (Default View) 관련 법이 2018년 5월 1일부터 시행 되었으나, 시행 이전 설계가 그대로 반영되어 후방 모니터가 시야 초기 설정 조건을 만족하지 않습니다.",877,13
6101,2018-06-07,2018-06-07,2020-07-27,2,조수석 좌석 등받이 프레임이 제조 공정 중 용접이 불량한 상태로 제작되어 차량에 장착되었습니다. 조수석 등받이 프레임에 특정조건의 힘이 가해질 경우 등받이 프레임이 파손될 가능성이 있습니다.,2649,8
6102,2020-03-16,2020-05-22,2020-07-27,8,제작 공정의 문제로 변속기의 동력을 바퀴로 전달하는 등속 조인트의 부츠를 고정하는 클램프가 올바르게 장착 되어 있지 않아 주행 중 등속 조인트 부츠의 클램프가 파손될 가능성이 있습니다.,2492,4
6103,2020-03-05,2020-06-17,2020-07-29,156,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2853,7
6104,2020-03-02,2020-06-08,2020-07-29,71,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2854,7
6105,2019-12-10,2020-03-18,2020-07-29,141,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2729,7
6106,2020-03-16,2020-03-16,2020-07-29,1,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2855,7
6107,2020-03-06,2020-03-30,2020-07-29,15,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2856,7
6108,2020-03-09,2020-07-01,2020-07-29,747,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2833,7
6109,2020-02-05,2020-05-08,2020-07-29,66,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2857,7
6110,2020-02-28,2020-06-30,2020-07-29,101,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2832,7
6111,2020-05-05,2020-06-08,2020-07-29,60,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2280,7
6112,2020-02-04,2020-07-01,2020-07-29,305,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",1182,7
6113,2020-02-17,2020-06-30,2020-07-29,198,"특정 기간 동안 생산/수입된 일부 차량의 승객석 선바이저(햇빛가리개)에 에어백경고문구가 표기 되지 않으므로, 2020년 7월 1일부로 신규 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제102조3항(자동차에어백 경고문구 표기 기준)을 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.",2834,7
6114,2019-09-27,2020-02-12,2020-07-29,22,"엔진 룸의 높은 온도로 인하여 연료 공급 호스에 장착된 커넥터의 재질이 연화 될 수 있으며, 이 부위에서 연료가 누출 될 수 있을 우려를 발견 하였습니다.",36,3
6115,2015-10-25,2018-09-29,2020-07-29,22,쏠라티(EU) 화물 밴 개조 시 3.5톤 초과 화물자동차 최고속도제한 기준(90KPH) 반영 누락되어 버스 사양과 동일하게 승합자동차 최고속도제한 기준(110KPH) 적용으로 자동차 안전기준 부적합 사항 발생,2858,6
6116,2017-12-02,2019-06-05,2020-07-30,187,① 엔진 ECU 소프트웨어의 엔진오일 교체 시기 설정 값 오류와 ② NOx 센서(질소 산화물량 측정 센서)간 통신 설정 값 오류가 확인 되었습니다.,2419,3
6117,2018-05-04,2019-04-26,2020-07-30,287,① 엔진 ECU 소프트웨어의 엔진오일 교체 시기 설정 값 오류와 ② NOx 센서(질소 산화물량 측정 센서)간 통신 설정 값 오류가 확인 되었습니다.,2859,3
6118,2018-05-16,2019-02-23,2020-07-30,186,① 엔진 ECU 소프트웨어의 엔진오일 교체 시기 설정 값 오류와 ② NOx 센서(질소 산화물량 측정 센서)간 통신 설정 값 오류가 확인 되었습니다.,2860,3
6119,2019-10-23,2019-11-18,2020-07-30,18,조향장치(R-MDPS)의 볼스크류 부품 내부에 볼을 투입 후 조립하는 공정에서 볼이 정상 대비 적게 투입됨,1994,2
6120,2018-11-17,2019-04-28,2020-07-30,34,① 엔진 ECU 소프트웨어의 엔진오일 교체 시기 설정 값 오류와 ② NOx 센서(질소 산화물량 측정 센서)간 통신 설정 값 오류가 확인 되었습니다.,2861,3
6121,2018-07-20,2018-12-11,2020-07-30,113,① 엔진 ECU 소프트웨어의 엔진오일 교체 시기 설정 값 오류와 ② NOx 센서(질소 산화물량 측정 센서)간 통신 설정 값 오류가 확인 되었습니다.,2862,3
6122,2019-03-05,2019-03-08,2020-07-30,4,① 엔진 ECU 소프트웨어의 엔진오일 교체 시기 설정 값 오류와 ② NOx 센서(질소 산화물량 측정 센서)간 통신 설정 값 오류가 확인 되었습니다.,2845,3
6123,2018-08-30,2019-04-27,2020-07-30,502,① 엔진 ECU 소프트웨어의 엔진오일 교체 시기 설정 값 오류와 ② NOx 센서(질소 산화물량 측정 센서)간 통신 설정 값 오류가 확인 되었습니다.,2418,3
6124,2014-08-08,2014-08-08,2020-07-30,1,연료 탱크와 고압 펌프 사이의 저압 연료 라인에 제작 오차 및 제작 환경 문제로 인한 결함 부품의 연료 누유 가능성이 발견됨. 1) 결함이 있는 구조 장치 : 연료 장치(연료 파이프) 2) 결함 원인 : ① 납품 업체(Dytech Dynamic Fluid Technologies S.p.A)에서 연료 파이프(Fuel Pipe)와 퀵 커넥터(Quick Connector) 를 연결하기 전 준비 단계에서 플라스틱 파이프 끝의 과도한 가공(박리 처리)으로 인하여 연료 파이프와 퀵 커넥터 체결 시 미세한 공간이 발생되어 그 부분으로 누유가 발생할 가능성이 있음. ② 금속 파이프와 플라스틱 파이프 사이를 연결 중에 침입한 이물질로 인하여 플라스틱 파이프에 긁힘이 발생할 가능성이 있으며 그로 인해 손상된 플라스틱 파이프 공간으로 누유가 발생할 가능성이 있음. -결함 인지일 : 2020년 07월 13일 -Maserati S.p.A.의 인적 오류로 제작 결함 시정 조치 2019RIV042 대상 차량 중 3대 누락 되어 자발적 시정 조치 추가 실시를 위한 추가 보고 -제작 결함 시정 조치 2019RIV042(총 대상 : 169대) 와 동일 건 -자발적 제작 결함 시정 조치 2019RIV042 시행일 : 2019년 01월 28일(월)부터,1535,5
6125,2014-08-08,2014-09-23,2020-07-30,2,연료 탱크와 고압 펌프 사이의 저압 연료 라인에 제작 오차 및 제작 환경 문제로 인한 결함 부품의 연료 누유 가능성이 발견됨. 1) 결함이 있는 구조 장치 : 연료 장치(연료 파이프) 2) 결함 원인 : ① 납품 업체(Dytech Dynamic Fluid Technologies S.p.A)에서 연료 파이프(Fuel Pipe)와 퀵 커넥터(Quick Connector) 를 연결하기 전 준비 단계에서 플라스틱 파이프 끝의 과도한 가공(박리 처리)으로 인하여 연료 파이프와 퀵 커넥터 체결 시 미세한 공간이 발생되어 그 부분으로 누유가 발생할 가능성이 있음. ② 금속 파이프와 플라스틱 파이프 사이를 연결 중에 침입한 이물질로 인하여 플라스틱 파이프에 긁힘이 발생할 가능성이 있으며 그로 인해 손상된 플라스틱 파이프 공간으로 누유가 발생할 가능성이 있음. -결함 인지일 : 2020년 07월 13일 -Maserati S.p.A.의 인적 오류로 제작 결함 시정 조치 2019RIV042 대상 차량 중 3대 누락 되어 자발적 시정 조치 추가 실시를 위한 추가 보고 -제작 결함 시정 조치 2019RIV042(총 대상 : 169대) 와 동일 건 -자발적 제작 결함 시정 조치 2019RIV042 시행일 : 2019년 01월 28일(월)부터,1016,5
6126,2017-05-15,2020-01-17,2020-07-30,108,조향장치(R-MDPS)의 볼스크류 부품 내부에 볼을 투입 후 조립하는 공정에서 볼이 정상 대비 적게 투입됨 * 양산차량 68대 : '19.10.8~'20.1.17 A/S차량 40대 : '17.5.15~'19.11.11 ('19.9.20~'20.7.17 기간에 R-MDPS 부품을 교환 받으셨을 경우 문제 부품이 장착되었을 가능성이 있어 점검 및 필요시 교환 조치를 하는 사항입니다),2222,2
6127,2014-08-04,2017-11-28,2020-07-30,602,"하이브리드 시스템의 제어 프로그램이 부적절하여, 극저속에서의 급가속과 같은 고부하 주행상황 등에 인버터*1 내부의 모터 구동용 전압을 승압시키는 회로가 손상될 가능성이 있으며, 이 경우 안전모드*2 주행으로 변경되지 않을 수 있음. *1인버터: 하이브리드 배터리의 직류전류를 모터 구동용 교류전류로 변환하는 장치 *2안전 모드: 차량의 일부 이상이 감지될 경우, 제한적인 출력 및 속도로 안전한 장소에 이동 할 수 있도록 하는 장치",2863,4
6128,2014-02-05,2015-11-06,2020-07-30,3087,"하이브리드 시스템의 제어 프로그램이 부적절하여, 극저속에서의 급가속과 같은 고부하 주행상황 등에 인버터*1 내부의 모터 구동용 전압을 승압시키는 회로가 손상될 가능성이 있으며, 이 경우 안전모드*2 주행으로 변경되지 않을 수 있음. *1인버터: 하이브리드 배터리의 직류전류를 모터 구동용 교류전류로 변환하는 장치 *2안전 모드: 차량의 일부 이상이 감지될 경우, 제한적인 출력 및 속도로 안전한 장소에 이동 할 수 있도록 하는 장치",205,4
6129,2014-08-03,2016-03-21,2020-07-31,2150,제설 소금 사용과 연관된 부식이 높은 환경에서 파워스티어링 모터의 볼트가 부식되며 볼트가 파손될 수 있음,2015,2
6130,2019-12-04,2019-12-04,2020-08-03,2,"차량 생산공정에서 ‘운전석, 조수석 180도 회전 옵션’이 적용된 차량의 시트 하단 배선(관련 장치: 전자식 시트 조정기능, 시트 열선 기능, 시트 승객 감지 기능)이 제대로 고정이 되지 않았습니다. 이로 인해, 시트 회전 시 하단 프레임에 배선이 끼이거나 손상될 경우, 관련 장치가 의도되지 않게 작동되거나, 작동되지 않을 수 있습니다.",2831,8
6131,2019-06-14,2019-06-14,2020-08-03,1,"차량 생산공정에서 ‘운전석, 조수석 180도 회전 옵션’이 적용된 차량의 시트 하단 배선(관련 장치: 전자식 시트 조정기능, 시트 열선 기능, 시트 승객 감지 기능)이 제대로 고정이 되지 않았습니다. 이로 인해, 시트 회전 시 하단 프레임에 배선이 끼이거나 손상될 경우, 관련 장치가 의도되지 않게 작동되거나, 작동되지 않을 수 있습니다.",2831,8
6132,2014-06-06,2015-09-02,2020-08-04,1366,"파워트랜스퍼유닛(PTU) 내부의 디퍼런셜 기어 입력축 스플라인과 해당 스플라인과 연결되는 베어링과의 간극으로 인해 디퍼런셜 기어 입력축 스플라인이 마모될 수 있으며, 이렇게 디퍼런셜 기어 입력축 스플라인이 마모될 경우 주행중 앞바퀴로 동력전달이 안될 수 있고 또는 ‘P(주차)’ 위치 시 차가 의도치 않게 움직일 수 있음.",964,4
6133,2020-06-18,2020-07-11,2020-08-06,1403,GV80(JX1) 차량에서 경사로 정차 시 계기판 내 주행가능거리가 과도하게 높게 표시되어 주행가능거리로만 판단 후 지속 운행 시 연료부족으로 인하여 시동이 꺼질 가능성,2765,5
6134,2018-06-21,2018-06-25,2020-08-07,4,조립 공정상 오류로 인해 에어컨 응축수립 호스가 정확히 설치되지 않았을 수 있습니다. 차량의 운전석 및 조수석 바닥에 물이 유입될 수 있습니다.,1558,13
6135,2018-08-10,2018-12-12,2020-08-07,618,조립 공정상 오류로 인해 에어컨 응축수립 호스가 정확히 설치되지 않았을 수 있습니다. 차량의 운전석 및 조수석 바닥에 물이 유입될 수 있습니다.,2498,13
6136,2018-06-21,2018-06-21,2020-08-07,1,"부품 공급 업체의 개발 과정 오류로 인하여 ESP 컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 주행 시 요레이트 센서가 자가 진단을 실행하는 경우에는 매우 짧은 시간이긴 하지만, ESP 컨트롤 유닛이 요레이트 센서의 값을 확인하지 못할 수 있습니다. 이러한 경우 ESP 시스템이 주행 상황에 맞게 작동되지 않을 수 있습니다.",2864,6
6137,2018-11-16,2019-08-09,2020-08-07,390,"부품 공급 업체의 개발 과정 오류로 인하여 ESP 컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 주행 시 요레이트 센서가 자가 진단을 실행하는 경우에는 매우 짧은 시간이긴 하지만, ESP 컨트롤 유닛이 요레이트 센서의 값을 확인하지 못할 수 있습니다. 이러한 경우 ESP 시스템이 주행 상황에 맞게 작동되지 않을 수 있습니다.",2865,6
6138,2019-01-09,2019-11-06,2020-08-07,96,"부품 공급 업체의 개발 과정 오류로 인하여 ESP 컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 주행 시 요레이트 센서가 자가 진단을 실행하는 경우에는 매우 짧은 시간이긴 하지만, ESP 컨트롤 유닛이 요레이트 센서의 값을 확인하지 못할 수 있습니다. 이러한 경우 ESP 시스템이 주행 상황에 맞게 작동되지 않을 수 있습니다.",2866,6
6139,2019-03-25,2019-04-01,2020-08-07,2,"부품 공급 업체의 개발 과정 오류로 인하여 ESP 컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 주행 시 요레이트 센서가 자가 진단을 실행하는 경우에는 매우 짧은 시간이긴 하지만, ESP 컨트롤 유닛이 요레이트 센서의 값을 확인하지 못할 수 있습니다. 이러한 경우 ESP 시스템이 주행 상황에 맞게 작동되지 않을 수 있습니다.",2715,6
6140,2018-12-04,2018-12-04,2020-08-07,1,"부품 공급 업체의 개발 과정 오류로 인하여 ESP 컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 주행 시 요레이트 센서가 자가 진단을 실행하는 경우에는 매우 짧은 시간이긴 하지만, ESP 컨트롤 유닛이 요레이트 센서의 값을 확인하지 못할 수 있습니다. 이러한 경우 ESP 시스템이 주행 상황에 맞게 작동되지 않을 수 있습니다.",1765,6
6141,2018-06-19,2018-07-28,2020-08-07,2,"부품 공급 업체의 개발 과정 오류로 인하여 ESP 컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 주행 시 요레이트 센서가 자가 진단을 실행하는 경우에는 매우 짧은 시간이긴 하지만, ESP 컨트롤 유닛이 요레이트 센서의 값을 확인하지 못할 수 있습니다. 이러한 경우 ESP 시스템이 주행 상황에 맞게 작동되지 않을 수 있습니다.",1765,6
6142,2014-01-13,2016-10-05,2020-08-10,759,"국내 수입된 2014~2018년식 S80, S60, XC70, S60CC, V60, XC60, V60CC, S90, V90CC, XC90, V40, V40CC 일부 차량 8,232대에 대하여 차량에 장착된 저온 EGR 냉각수 호스 라인이 일부 주행 조건 및 환경에서 EGR 가스를 과도하게 냉각시켜 발생하는 문제를 해결하고자, 2019년 10월부터 기존 장착된 저온 EGR 냉각수 호스 라인을 반온열 EGR 냉각수 라인으로 교체하는 리콜을 시행하고 있습니다. 반온열 EGR 냉각수 라인을 장착한 차량에서 냉각수 교체 주입 시 전용 냉각수 주입 공구를 사용하지 않거나 불량인 전용 냉각수 주입 공구를 사용할 경우 냉각 시스템 내로 공기가 유입될 수 있고, 교체된 반온열 EGR 냉각수 라인의 특성으로 인해 유입된 공기가 쉽게 빠져나가지 않아 엔진의 냉각 성능이 떨어져 엔진이 과열될 수 있습니다.",62,3
6143,2015-06-24,2016-09-07,2020-08-10,68,"국내 수입된 2014~2018년식 S80, S60, XC70, S60CC, V60, XC60, V60CC, S90, V90CC, XC90, V40, V40CC 일부 차량 8,232대에 대하여 차량에 장착된 저온 EGR 냉각수 호스 라인이 일부 주행 조건 및 환경에서 EGR 가스를 과도하게 냉각시켜 발생하는 문제를 해결하고자, 2019년 10월부터 기존 장착된 저온 EGR 냉각수 호스 라인을 반온열 EGR 냉각수 라인으로 교체하는 리콜을 시행하고 있습니다. 반온열 EGR 냉각수 라인을 장착한 차량에서 냉각수 교체 주입 시 전용 냉각수 주입 공구를 사용하지 않거나 불량인 전용 냉각수 주입 공구를 사용할 경우 냉각 시스템 내로 공기가 유입될 수 있고, 교체된 반온열 EGR 냉각수 라인의 특성으로 인해 유입된 공기가 쉽게 빠져나가지 않아 엔진의 냉각 성능이 떨어져 엔진이 과열될 수 있습니다.",892,3
6144,2014-02-02,2016-04-08,2020-08-10,443,"국내 수입된 2014~2018년식 S80, S60, XC70, S60CC, V60, XC60, V60CC, S90, V90CC, XC90, V40, V40CC 일부 차량 8,232대에 대하여 차량에 장착된 저온 EGR 냉각수 호스 라인이 일부 주행 조건 및 환경에서 EGR 가스를 과도하게 냉각시켜 발생하는 문제를 해결하고자, 2019년 10월부터 기존 장착된 저온 EGR 냉각수 호스 라인을 반온열 EGR 냉각수 라인으로 교체하는 리콜을 시행하고 있습니다. 반온열 EGR 냉각수 라인을 장착한 차량에서 냉각수 교체 주입 시 전용 냉각수 주입 공구를 사용하지 않거나 불량인 전용 냉각수 주입 공구를 사용할 경우 냉각 시스템 내로 공기가 유입될 수 있고, 교체된 반온열 EGR 냉각수 라인의 특성으로 인해 유입된 공기가 쉽게 빠져나가지 않아 엔진의 냉각 성능이 떨어져 엔진이 과열될 수 있습니다.",65,3
6145,2015-04-21,2016-09-03,2020-08-10,442,"국내 수입된 2014~2018년식 S80, S60, XC70, S60CC, V60, XC60, V60CC, S90, V90CC, XC90, V40, V40CC 일부 차량 8,232대에 대하여 차량에 장착된 저온 EGR 냉각수 호스 라인이 일부 주행 조건 및 환경에서 EGR 가스를 과도하게 냉각시켜 발생하는 문제를 해결하고자, 2019년 10월부터 기존 장착된 저온 EGR 냉각수 호스 라인을 반온열 EGR 냉각수 라인으로 교체하는 리콜을 시행하고 있습니다. 반온열 EGR 냉각수 라인을 장착한 차량에서 냉각수 교체 주입 시 전용 냉각수 주입 공구를 사용하지 않거나 불량인 전용 냉각수 주입 공구를 사용할 경우 냉각 시스템 내로 공기가 유입될 수 있고, 교체된 반온열 EGR 냉각수 라인의 특성으로 인해 유입된 공기가 쉽게 빠져나가지 않아 엔진의 냉각 성능이 떨어져 엔진이 과열될 수 있습니다.",353,3
6146,2014-08-20,2016-10-05,2020-08-10,136,"국내 수입된 2014~2018년식 S80, S60, XC70, S60CC, V60, XC60, V60CC, S90, V90CC, XC90, V40, V40CC 일부 차량 8,232대에 대하여 차량에 장착된 저온 EGR 냉각수 호스 라인이 일부 주행 조건 및 환경에서 EGR 가스를 과도하게 냉각시켜 발생하는 문제를 해결하고자, 2019년 10월부터 기존 장착된 저온 EGR 냉각수 호스 라인을 반온열 EGR 냉각수 라인으로 교체하는 리콜을 시행하고 있습니다. 반온열 EGR 냉각수 라인을 장착한 차량에서 냉각수 교체 주입 시 전용 냉각수 주입 공구를 사용하지 않거나 불량인 전용 냉각수 주입 공구를 사용할 경우 냉각 시스템 내로 공기가 유입될 수 있고, 교체된 반온열 EGR 냉각수 라인의 특성으로 인해 유입된 공기가 쉽게 빠져나가지 않아 엔진의 냉각 성능이 떨어져 엔진이 과열될 수 있습니다.",1328,3
